191 648 0.002386 0.930656
192 655 0.002412 0.933068
193 824 0.003034 0.936102
194 968 0.003564 0.939667
195 906 0.003336 0.943003
196 885 0.003259 0.946262
197 956 0.003520 0.949782
198 1065 0.003922 0.953703
199 876 0.003226 0.956929
200 896 0.003299 0.960228
201 873 0.003215 0.963443
202 1281 0.004717 0.968160
203 1106 0.004073 0.972232
204 837 0.003082 0.975314
205 644 0.002371 0.977686
206 475 0.001749 0.979435
207 406 0.001495 0.980930
208 317 0.001167 0.982097
209 259 0.000954 0.983051
210 231 0.000851 0.983901
211 212 0.000781 0.984682
212 180 0.000663 0.985345
213 175 0.000644 0.985989
214 143 0.000527 0.986516
215 130 0.000479 0.986994
216 137 0.000504 0.987499
217 117 0.000431 0.987930
218 127 0.000468 0.988397
219 104 0.000383 0.988780
220 87 0.000320 0.989101
221 88 0.000324 0.989425
222 79 0.000291 0.989716
223 72 0.000265 0.989981
224 58 0.000214 0.990194
225 55 0.000203 0.990397
226 52 0.000191 0.990588
227 64 0.000236 0.990824
228 43 0.000158 0.990982
229 48 0.000177 0.991159
230 50 0.000184 0.991343
231 46 0.000169 0.991513
232 52 0.000191 0.991704
233 59 0.000217 0.991921
234 49 0.000180 0.992102
235 41 0.000151 0.992253
236 31 0.000114 0.992367
237 39 0.000144 0.992510
238 41 0.000151 0.992661
239 35 0.000129 0.992790
240 44 0.000162 0.992952
241 34 0.000125 0.993077
242 33 0.000122 0.993199
243 38 0.000140 0.993339
244 22 0.000081 0.993420
245 40 0.000147 0.993567
246 43 0.000158 0.993725
247 58 0.000214 0.993939
248 49 0.000180 0.994119
249 104 0.000383 0.994502
250 76 0.000280 0.994782
251 126 0.000464 0.995246
252 163 0.000600 0.995846
253 368 0.001355 0.997202
254 630 0.002320 0.999521
255 130 0.000479 1.000000
